Application_ID,Age,Education,Employment_Type,Marital_Status,Dependents,Property_Area,Experience_Years,Monthly_Income,Credit_Score,Loan_Amount,Loan_Term_Months,Existing_Loan,EMI,Savings,Debt_to_Income_Ratio,Loan_Approved
APP-04182,23,Matric,Salaried,Single,3,Semiurban,0,68026,555,220891,24,Yes,11130,472084,0.164,0
APP-04183,34,Master,Salaried,Married,0,Semiurban,8,213707,791,2513849,36,No,80642,86863,0.377,1
APP-04184,44,Intermediate,Salaried,Single,2,Rural,19,223062,799,723737,60,Yes,13255,1003218,0.059,1
APP-04185,27,PhD,Salaried,Married,2,Semiurban,4,165332,780,572751,48,Yes,15097,800455,0.091,1
APP-04186,41,Master,Salaried,Married,4,Semiurban,16,232473,670,2866083,48,No,72722,1364449,0.313,1
APP-04187,30,Master,Salaried,Single,4,Urban,3,99744,635,2436908,36,No,86800,630593,0.87,0
APP-04188,60,Intermediate,Business,Married,1,Rural,32,136381,674,2655384,60,Yes,48775,980094,0.358,1
APP-04189,33,Bachelor,Salaried,Married,1,Semiurban,10,105968,531,1979553,84,Yes,26356,947712,0.249,1
APP-04190,48,Master,Salaried,Married,2,Semiurban,21,115790,648,2141908,12,No,219666,132250,1.897,0
APP-04191,33,Master,Salaried,Married,1,Rural,11,116875,719,2111982,84,Yes,32126,881763,0.275,1
APP-04192,35,Matric,Salaried,Married,4,Semiurban,6,140567,679,1579444,84,No,21522,17977,0.153,1
APP-04193,46,Master,Business,Married,2,Semiurban,19,245949,681,2671964,12,Yes,268073,11699,1.09,0
APP-04194,53,Bachelor,Self-employed,Married,4,Semiurban,27,194526,598,1467835,12,Yes,151102,774683,0.777,0
APP-04195,28,Bachelor,Salaried,Single,2,Urban,6,182822,629,681930,36,No,21689,1351103,0.119,1
APP-04196,41,Master,Salaried,Married,2,Rural,16,162398,645,1670710,24,No,87288,1375413,0.537,0
APP-04197,54,Bachelor,Salaried,Married,2,Semiurban,27,221871,671,2142050,48,Yes,51255,631852,0.231,1
APP-04198,58,Bachelor,Salaried,Married,2,Urban,32,207172,723,1068895,48,No,28267,1560674,0.136,1
APP-04199,23,Intermediate,Salaried,Single,0,Rural,0,142354,471,1725657,48,No,42829,1264800,0.301,0
APP-04200,63,Matric,Unemployed,Married,1,Urban,36,55791,548,2677423,48,No,66175,105727,1.186,0
APP-04201,39,Bachelor,Salaried,Married,1,Semiurban,12,126246,691,1410886,72,No,24347,576895,0.193,1
APP-04202,53,Bachelor,Salaried,Single,4,Urban,26,181298,652,2765984,48,No,69749,1348970,0.385,1
APP-04203,27,Master,Unemployed,Single,0,Semiurban,3,54550,576,2079946,48,No,54907,28618,1.007,0
APP-04204,35,Bachelor,Salaried,Married,1,Semiurban,8,98330,647,1478066,72,Yes,24467,220959,0.249,1
APP-04205,22,Bachelor,Salaried,Single,0,Urban,0,108539,767,2401672,12,Yes,238439,402314,2.197,1
APP-04206,56,PhD,Salaried,Single,4,Urban,27,184491,730,1930127,60,Yes,38761,179095,0.21,1
APP-04207,55,Bachelor,Salaried,Married,2,Semiurban,26,139275,648,1620596,24,No,83198,87122,0.597,0
APP-04208,22,Intermediate,Salaried,Married,2,Semiurban,0,80142,787,360273,60,Yes,7069,568363,0.088,1
APP-04209,23,Intermediate,Salaried,Single,2,Semiurban,0,141357,550,2088073,84,No,30925,590643,0.219,1
APP-04210,50,Bachelor,Salaried,Married,0,Semiurban,22,166223,410,2658249,36,No,85242,227565,0.513,0
APP-04211,40,Bachelor,Salaried,Married,2,Urban,11,107806,585,1403959,84,No,18399,658097,0.171,1
APP-04212,42,Matric,Business,Single,1,Urban,16,71479,538,2513033,84,No,35205,531832,0.493,0
APP-04213,27,Bachelor,Salaried,Married,4,Rural,2,125183,692,1829535,24,Yes,98102,383140,0.784,1
APP-04214,21,Matric,Salaried,Married,3,Urban,0,170100,667,539161,36,Yes,19319,110341,0.114,1
APP-04215,31,Bachelor,Unemployed,Married,0,Rural,6,59541,681,1499314,12,No,156259,471740,2.624,0
APP-04216,44,Bachelor,Salaried,Married,0,Semiurban,17,113684,607,1257571,60,No,22678,418992,0.199,1
APP-04217,29,Intermediate,Business,Single,1,Semiurban,1,124729,694,809987,84,Yes,11176,872735,0.09,1
APP-04218,34,Master,Business,Married,3,Semiurban,6,322312,671,1513104,48,No,39433,120253,0.122,1
APP-04219,44,Master,Business,Single,3,Semiurban,21,341239,665,940002,36,Yes,32096,299711,0.094,1
APP-04220,50,Intermediate,Business,Married,4,Rural,21,104279,601,2361282,24,Yes,110129,878652,1.056,0
APP-04221,40,Bachelor,Salaried,Married,0,Urban,18,175324,695,1931601,12,No,198438,927118,1.132,1
APP-04222,34,Master,Salaried,Single,4,Semiurban,8,109581,613,2111202,48,Yes,49866,657445,0.455,0
APP-04223,28,Bachelor,Salaried,Married,2,Semiurban,3,83695,662,701377,84,No,10378,684186,0.124,1
APP-04224,55,Bachelor,Salaried,Married,4,Rural,31,131870,670,2960838,84,No,41647,1120168,0.316,1
APP-04225,49,Bachelor,Salaried,Married,1,Semiurban,23,167032,681,2716873,12,No,267702,1182948,1.603,1
APP-04226,58,Master,Salaried,Married,0,Urban,31,152950,803,2135155,48,No,49057,651522,0.321,1
APP-04227,28,Matric,Self-employed,Married,0,Semiurban,1,109995,591,2998951,24,Yes,134967,168419,1.227,0
APP-04228,64,Master,Salaried,Married,4,Urban,38,196038,806,2778847,24,No,127779,972774,0.652,1
APP-04229,56,Master,Unemployed,Married,1,Urban,32,102919,480,659829,72,No,11188,602989,0.109,1
APP-04230,56,Master,Self-employed,Married,1,Urban,29,221846,800,916853,84,Yes,12353,1306164,0.056,1
APP-04231,59,Matric,Salaried,Married,4,Semiurban,36,227443,737,2466310,48,Yes,57157,1409479,0.251,1
APP-04232,27,Bachelor,Salaried,Single,3,Urban,2,126168,538,1158438,12,Yes,108490,608528,0.86,0
APP-04233,26,Master,Self-employed,Single,1,Rural,1,159924,674,820888,12,No,88811,32854,0.555,0
APP-04234,34,Matric,Salaried,Married,3,Rural,7,178895,651,844379,48,Yes,19436,453466,0.109,1
APP-04235,50,Bachelor,Salaried,Single,1,Semiurban,22,202343,658,2327803,24,No,109050,1341995,0.539,1
APP-04236,54,Master,Business,Married,4,Rural,27,128855,669,1933960,84,Yes,28222,408632,0.219,1
APP-04237,63,Intermediate,Self-employed,Married,3,Urban,41,273742,668,985245,12,No,96087,167110,0.351,1
APP-04238,46,Matric,Self-employed,Married,4,Urban,22,212529,736,1309820,36,No,40316,733096,0.19,1
APP-04239,48,PhD,Self-employed,Married,3,Rural,19,206544,709,2191632,48,No,57767,1729784,0.28,1
APP-04240,42,Bachelor,Salaried,Single,1,Rural,19,198596,588,1645685,12,No,156647,1126758,0.789,0
APP-04241,32,Master,Self-employed,Married,0,Urban,5,124724,615,597185,36,Yes,18443,488744,0.148,1
APP-04242,41,Bachelor,Salaried,Married,4,Urban,18,84876,635,845692,60,No,18116,741984,0.213,1
APP-04243,43,PhD,Salaried,Single,4,Urban,17,189526,694,2546425,84,Yes,36185,716448,0.191,1
APP-04244,47,Master,Self-employed,Single,4,Semiurban,25,201063,548,206420,72,Yes,3319,918236,0.017,0
APP-04245,43,Intermediate,Business,Married,0,Urban,19,299381,574,2801059,60,Yes,56087,2673571,0.187,0
APP-04246,52,Master,Salaried,Married,3,Semiurban,26,144701,785,695918,12,No,62775,577516,0.434,1
APP-04247,48,Bachelor,Business,Married,0,Semiurban,19,300984,646,104542,24,No,4837,2639564,0.016,1
APP-04248,55,Bachelor,Salaried,Married,1,Urban,32,122943,606,848396,60,No,16929,729237,0.138,1
APP-04249,47,Master,Salaried,Single,2,Rural,21,191021,626,1507645,12,No,154713,496279,0.81,0
APP-04250,56,Bachelor,Self-employed,Married,0,Urban,27,124693,705,1731218,60,No,31871,492206,0.256,1
APP-04251,44,Matric,Salaried,Married,0,Rural,15,111105,796,2402992,60,No,43681,343466,0.393,1
APP-04252,23,Intermediate,Self-employed,Married,4,Urban,0,180465,736,234630,36,Yes,8212,850325,0.046,1
APP-04253,50,Bachelor,Unemployed,Married,3,Semiurban,22,84981,598,337470,12,No,36276,258943,0.427,0
APP-04254,29,Intermediate,Unemployed,Married,0,Semiurban,6,41427,491,2467754,48,No,64565,132164,1.559,0
APP-04255,26,Intermediate,Salaried,Single,1,Rural,3,71061,799,2686849,12,No,249678,175654,3.514,1
APP-04256,33,Master,Salaried,Single,0,Semiurban,8,155803,766,2734006,60,Yes,55865,11906,0.359,1
APP-04257,40,Master,Business,Married,4,Semiurban,11,174828,623,2974628,72,No,46058,1469803,0.263,1
APP-04258,23,Master,Business,Married,3,Rural,0,322504,726,1145401,24,Yes,61011,730352,0.189,1
APP-04259,57,Master,Unemployed,Single,2,Urban,34,105793,631,838071,60,No,17537,825884,0.166,1
APP-04260,51,Bachelor,Business,Single,1,Semiurban,22,246868,607,374983,48,No,9036,1840653,0.037,1
APP-04261,32,Bachelor,Self-employed,Single,1,Urban,8,79081,654,1110670,60,No,22269,189813,0.282,1
APP-04262,41,Intermediate,Salaried,Married,3,Semiurban,12,131919,731,1147748,48,No,27392,36361,0.208,1
APP-04263,30,Master,Salaried,Single,0,Semiurban,8,81754,612,478814,48,No,10971,491173,0.134,1
APP-04264,56,Bachelor,Self-employed,Single,2,Semiurban,30,149861,710,1794005,48,No,40526,864177,0.27,1
APP-04265,56,Intermediate,Self-employed,Married,4,Urban,28,168961,534,1494350,24,No,79243,137537,0.469,0
APP-04266,27,Bachelor,Self-employed,Single,3,Urban,3,110589,692,2089310,72,No,35459,227617,0.321,1
APP-04267,36,Master,Self-employed,Married,0,Urban,7,223949,720,2053572,60,Yes,44144,515161,0.197,1
APP-04268,53,Bachelor,Salaried,Married,4,Semiurban,25,106781,783,2444181,12,No,263456,365599,2.467,0
APP-04269,36,Bachelor,Salaried,Married,4,Rural,10,164690,632,2049006,84,Yes,26640,779599,0.162,0
APP-04270,37,Intermediate,Business,Married,4,Rural,15,226627,706,1797244,60,No,36776,375637,0.162,1
APP-04271,29,Matric,Salaried,Married,2,Rural,6,154626,700,2900700,60,No,54939,343338,0.355,1
APP-04272,48,Intermediate,Salaried,Married,1,Semiurban,21,132721,764,743850,48,Yes,19919,645355,0.15,1
APP-04273,26,Bachelor,Salaried,Single,1,Semiurban,0,182507,523,2209521,24,No,118737,1020309,0.651,1
APP-04274,63,Bachelor,Business,Single,2,Urban,36,183005,785,1848147,12,No,195549,505766,1.069,1
APP-04275,33,Master,Salaried,Married,2,Urban,11,118786,685,2470270,84,No,37285,736402,0.314,1
APP-04276,63,Bachelor,Self-employed,Married,4,Rural,37,167521,767,1833210,24,No,96958,81705,0.579,0
APP-04277,30,Master,Salaried,Married,4,Rural,7,198499,603,2530639,60,No,46285,1530457,0.233,0
APP-04278,38,Matric,Salaried,Married,3,Semiurban,9,182079,629,2485538,12,Yes,266280,656074,1.462,0
APP-04279,29,Bachelor,Business,Single,4,Semiurban,6,198666,797,2958640,36,Yes,97646,1669545,0.492,1
APP-04280,29,Master,Salaried,Married,2,Semiurban,4,86371,641,546205,48,Yes,13734,468210,0.159,1
APP-04281,64,Bachelor,Salaried,Single,1,Urban,42,182906,666,1310676,24,No,59636,1077713,0.326,1
APP-04282,30,Matric,Salaried,Married,3,Urban,7,184649,686,2558908,12,Yes,266982,224847,1.446,0
APP-04283,27,Bachelor,Business,Single,4,Urban,1,293502,693,2394500,60,No,50030,2512275,0.17,1
APP-04284,61,Matric,Self-employed,Married,1,Urban,34,267161,682,1259433,24,Yes,59094,2027182,0.221,1
APP-04285,27,Master,Salaried,Single,0,Urban,3,94964,659,590697,60,Yes,10830,629156,0.114,1
APP-04286,37,Intermediate,Salaried,Married,1,Semiurban,8,189893,554,2593930,24,Yes,136536,184336,0.719,0
APP-04287,61,Intermediate,Salaried,Single,1,Urban,36,193212,654,2133451,72,No,34768,1031876,0.18,1
APP-04288,24,Intermediate,Business,Married,2,Urban,0,192267,720,1624146,84,No,24664,1714785,0.128,1
APP-04289,29,Intermediate,Salaried,Married,1,Semiurban,0,155721,584,2001419,84,No,29813,1101092,0.191,1
APP-04290,39,Master,Business,Single,1,Rural,13,121436,601,2520652,60,No,50733,1000092,0.418,1
APP-04291,58,Bachelor,Business,Married,1,Urban,35,107685,518,2042349,48,No,53900,391653,0.501,1
APP-04292,21,Bachelor,Salaried,Married,0,Urban,0,57057,679,2035965,36,Yes,65056,461878,1.14,0
APP-04293,39,Bachelor,Salaried,Married,1,Urban,16,141669,658,2280772,60,No,46671,207632,0.329,1
APP-04294,30,Bachelor,Salaried,Married,2,Semiurban,2,174199,662,884486,72,No,14887,303780,0.085,1
APP-04295,31,Intermediate,Salaried,Single,2,Semiurban,4,107386,642,1981116,24,No,92966,790848,0.866,0
APP-04296,62,Master,Self-employed,Married,2,Semiurban,40,226124,628,608505,84,No,9371,502480,0.041,1
APP-04297,51,Bachelor,Salaried,Married,1,Urban,27,240645,740,1767581,36,Yes,62445,801094,0.259,1
APP-04298,38,Matric,Self-employed,Married,4,Urban,11,196157,772,1079480,48,Yes,24766,74577,0.126,1
APP-04299,53,Bachelor,Self-employed,Single,1,Semiurban,26,186196,619,2566130,72,No,41190,901787,0.221,1
APP-04300,57,Master,Self-employed,Married,2,Semiurban,31,188020,682,2569058,36,Yes,91619,718024,0.487,0
APP-04301,29,PhD,Salaried,Married,4,Urban,5,97630,545,594619,60,Yes,12189,732136,0.125,0
APP-04302,27,Matric,Business,Single,0,Semiurban,2,296669,669,1372473,36,No,41744,327263,0.141,1
APP-04303,46,Matric,Salaried,Single,4,Semiurban,24,141741,592,1586156,72,No,24017,556756,0.169,1
APP-04304,37,Matric,Salaried,Single,3,Rural,10,59927,730,582467,60,No,12242,155585,0.204,1
APP-04305,47,Bachelor,Self-employed,Married,4,Rural,20,124973,602,1601034,48,No,37614,131229,0.301,0
APP-04306,55,Master,Self-employed,Single,4,Semiurban,28,143896,628,801258,36,No,26402,798214,0.183,1
APP-04307,43,PhD,Salaried,Married,1,Urban,16,133953,836,1527632,48,Yes,40368,1121761,0.301,1
APP-04308,37,Bachelor,Salaried,Single,1,Semiurban,9,96390,730,1697225,72,No,30154,526724,0.313,1
APP-04309,26,Matric,Unemployed,Single,2,Urban,0,31728,494,2825288,60,Yes,61142,21377,1.927,0
APP-04310,49,Intermediate,Salaried,Single,1,Rural,22,65677,692,967234,60,Yes,17798,431968,0.271,1
APP-04311,45,Bachelor,Self-employed,Single,4,Urban,21,79902,813,402935,48,No,9101,215896,0.114,1
APP-04312,52,Master,Salaried,Single,1,Semiurban,30,199721,570,1071197,12,Yes,112333,189769,0.562,0
APP-04313,21,Intermediate,Salaried,Single,2,Rural,0,53006,568,1437716,24,No,69876,250358,1.318,0
APP-04314,49,Intermediate,Salaried,Single,2,Semiurban,22,171635,610,2874620,84,No,38997,1202397,0.227,1
APP-04315,26,Master,Business,Single,2,Semiurban,0,225863,679,2886210,60,No,58298,887668,0.258,1
APP-04316,22,Intermediate,Salaried,Married,3,Urban,0,71228,723,698240,36,Yes,24313,46820,0.341,0
APP-04317,55,Matric,Self-employed,Married,3,Urban,33,112440,617,2728752,60,No,51942,353607,0.462,0
APP-04318,54,Bachelor,Self-employed,Single,0,Urban,27,152173,804,1477545,72,No,24463,748743,0.161,1
APP-04319,32,Intermediate,Business,Single,1,Semiurban,5,232623,575,2004119,72,No,33073,591626,0.142,1
APP-04320,31,Matric,Business,Single,1,Urban,4,143491,706,650298,84,Yes,9036,401401,0.063,1
APP-04321,54,Bachelor,Salaried,Single,3,Urban,26,149351,791,2949906,84,Yes,41120,524214,0.275,1
APP-04322,56,Matric,Salaried,Married,0,Rural,28,163381,682,116093,72,No,1941,1041762,0.012,1
APP-04323,53,Master,Salaried,Married,0,Rural,29,121400,726,1018542,24,No,48068,84271,0.396,1
APP-04324,29,Matric,Salaried,Single,0,Rural,3,84748,762,912447,72,No,16397,467435,0.193,1
APP-04325,48,Intermediate,Self-employed,Married,4,Urban,20,148102,561,427360,24,Yes,20883,1312440,0.141,0
APP-04326,61,Master,Salaried,Married,4,Urban,33,218366,843,326192,60,No,6996,1868524,0.032,1
APP-04327,64,Master,Salaried,Married,0,Urban,37,129537,670,2272245,36,Yes,78394,239185,0.605,1
APP-04328,29,Bachelor,Self-employed,Married,1,Urban,5,244756,754,1705692,84,Yes,25561,300930,0.104,1
APP-04329,35,Bachelor,Business,Married,0,Semiurban,12,223870,712,1772064,12,No,186243,791148,0.832,1
APP-04330,38,PhD,Salaried,Married,3,Rural,10,198238,644,1034352,60,No,20093,1270296,0.101,1
APP-04331,60,Bachelor,Salaried,Married,2,Rural,32,224168,731,1302942,12,No,127293,1279012,0.568,1
APP-04332,41,Bachelor,Salaried,Single,3,Rural,17,94957,763,286020,48,Yes,7609,621012,0.08,1
APP-04333,28,Matric,Self-employed,Married,2,Semiurban,0,40946,562,723818,24,Yes,37130,74105,0.907,0
APP-04334,42,Intermediate,Salaried,Married,2,Urban,14,66749,615,2772746,48,Yes,72120,123350,1.08,0
APP-04335,26,Bachelor,Salaried,Single,3,Semiurban,0,66756,584,1666452,72,Yes,26786,112885,0.401,0
APP-04336,36,Intermediate,Business,Married,2,Semiurban,13,172199,612,614120,72,Yes,10393,1245860,0.06,1
APP-04337,53,Bachelor,Self-employed,Single,3,Semiurban,28,97520,464,1460254,12,No,153076,343684,1.57,0
APP-04338,46,Master,Self-employed,Married,2,Semiurban,20,262411,607,395962,72,No,6076,1078547,0.023,1
APP-04339,21,Bachelor,Salaried,Married,1,Urban,0,192455,535,1480464,72,No,22618,1023729,0.118,1
APP-04340,64,Bachelor,Salaried,Married,4,Urban,37,190587,752,1746315,12,No,166974,304729,0.876,1
APP-04341,39,Intermediate,Salaried,Single,0,Urban,15,149435,627,990297,72,No,15351,773448,0.103,1
APP-04342,47,Master,Business,Married,3,Rural,24,228450,730,2264472,24,Yes,119046,633106,0.521,0
APP-04343,61,Bachelor,Salaried,Married,0,Urban,37,120434,612,941314,36,No,29907,502056,0.248,1
APP-04344,59,Bachelor,Salaried,Married,2,Semiurban,35,138821,605,523638,36,Yes,18154,189383,0.131,0
APP-04345,48,Bachelor,Salaried,Single,0,Semiurban,21,160639,616,1041263,36,No,36408,702928,0.227,1
APP-04346,50,Master,Business,Single,1,Rural,22,239587,650,2907528,12,Yes,285092,1533004,1.19,0
APP-04347,46,Intermediate,Salaried,Married,1,Urban,23,148336,670,1571287,84,No,23952,755999,0.161,1
APP-04348,23,Master,Self-employed,Married,3,Semiurban,0,163313,717,1545836,12,No,153332,1285164,0.939,1
APP-04349,35,Master,Salaried,Single,0,Urban,9,157088,645,1922038,60,Yes,40071,997766,0.255,1
APP-04350,21,Bachelor,Business,Single,4,Semiurban,0,223664,716,1329804,12,Yes,138967,828990,0.621,0
APP-04351,51,Bachelor,Self-employed,Single,2,Urban,23,223428,676,2233825,72,No,39562,964549,0.177,1
APP-04352,48,Bachelor,Self-employed,Married,4,Semiurban,19,221688,602,1801066,24,No,88067,1246709,0.397,0
APP-04353,24,Bachelor,Salaried,Single,4,Urban,2,173045,679,1919190,60,No,39493,312392,0.228,1
APP-04354,55,Bachelor,Salaried,Married,0,Urban,27,231336,628,1220103,24,Yes,65949,697464,0.285,1
APP-04355,50,Bachelor,Salaried,Single,3,Urban,21,230994,694,563642,12,Yes,56100,1900378,0.243,1
APP-04356,60,Bachelor,Salaried,Married,1,Urban,36,199863,657,2656162,84,No,36090,1763232,0.181,1
APP-04357,25,Intermediate,Business,Married,1,Semiurban,3,113195,811,1453414,60,Yes,28209,684687,0.249,1
APP-04358,26,Master,Salaried,Married,4,Urban,3,182167,622,1486754,60,No,27849,1097782,0.153,1
APP-04359,34,Bachelor,Salaried,Married,2,Semiurban,7,108046,618,2395458,24,No,125431,353465,1.161,0
APP-04360,40,Bachelor,Salaried,Married,2,Semiurban,17,219334,579,2360153,72,No,35983,1505888,0.164,1
APP-04361,37,Bachelor,Salaried,Single,4,Urban,15,175386,833,2159164,36,No,70525,874654,0.402,1
APP-04362,31,Matric,Salaried,Married,1,Urban,3,75049,497,2834707,12,No,258723,388956,3.447,0
APP-04363,64,Intermediate,Salaried,Married,4,Semiurban,37,161848,584,1164827,72,No,17601,782469,0.109,1
APP-04364,38,Bachelor,Salaried,Single,3,Urban,16,185249,620,1826237,36,Yes,62286,1601933,0.336,0
APP-04365,23,Matric,Business,Married,3,Semiurban,0,222688,667,2975302,84,No,38762,62027,0.174,1
APP-04366,52,Bachelor,Unemployed,Married,3,Semiurban,26,98323,381,638533,60,No,12345,311243,0.126,0
APP-04367,47,Bachelor,Business,Married,0,Semiurban,19,290339,628,1257778,48,Yes,29735,2537286,0.102,1
APP-04368,28,Bachelor,Business,Married,0,Semiurban,4,323065,676,1653221,72,No,28312,2390064,0.088,1
APP-04369,27,Bachelor,Salaried,Married,3,Semiurban,5,117768,722,2998732,48,Yes,69760,753739,0.592,1
APP-04370,58,Master,Business,Married,3,Semiurban,31,313905,591,1683847,60,Yes,31570,2298556,0.101,1
APP-04371,43,Matric,Salaried,Single,3,Urban,14,138101,504,564829,60,No,10348,1110487,0.075,0
APP-04372,43,Bachelor,Business,Married,4,Urban,14,309495,594,934384,72,Yes,15504,729529,0.05,0
APP-04373,21,Bachelor,Unemployed,Married,4,Urban,0,38161,418,905200,48,No,20926,258404,0.548,0
APP-04374,29,Intermediate,Business,Married,0,Urban,4,98903,562,2931282,48,Yes,68006,41191,0.688,0
APP-04375,57,Intermediate,Salaried,Married,1,Urban,29,185750,529,2635610,48,No,60380,1331950,0.325,1
APP-04376,63,Matric,Salaried,Married,2,Urban,36,122875,448,589099,24,Yes,27677,285152,0.225,0
APP-04377,28,Intermediate,Self-employed,Married,1,Semiurban,4,107109,757,1213583,24,No,60259,576846,0.563,1
APP-04378,46,Bachelor,Salaried,Married,3,Urban,23,232712,730,2651675,48,No,68052,1854746,0.292,1
APP-04379,46,Bachelor,Self-employed,Married,4,Rural,19,133569,549,1064534,24,No,52119,910161,0.39,0
APP-04380,43,Bachelor,Unemployed,Single,0,Urban,15,75224,517,2029023,24,No,103531,130883,1.376,0
APP-04381,39,Bachelor,Self-employed,Married,0,Urban,15,131012,594,1077337,84,Yes,16404,695825,0.125,1
APP-04382,54,Bachelor,Unemployed,Married,1,Urban,29,65605,533,1261538,72,No,20176,454461,0.308,0
APP-04383,41,Bachelor,Self-employed,Single,0,Rural,14,179016,736,615459,48,Yes,14081,805651,0.079,1
APP-04384,36,Intermediate,Salaried,Married,1,Urban,14,183714,697,1073007,72,No,18746,1077090,0.102,1
APP-04385,46,Intermediate,Salaried,Married,3,Urban,21,215382,716,218342,60,Yes,4610,1457208,0.021,1
APP-04386,64,Bachelor,Self-employed,Single,2,Semiurban,40,158894,685,483140,48,No,12079,683655,0.076,1
APP-04387,56,Master,Unemployed,Married,3,Rural,29,123752,493,1274009,48,Yes,30694,886874,0.248,0
APP-04388,32,Bachelor,Self-employed,Married,3,Semiurban,10,83861,735,1391404,72,Yes,24366,187844,0.291,1
APP-04389,28,Bachelor,Business,Married,0,Urban,4,168428,653,184299,60,Yes,3357,772709,0.02,1
APP-04390,23,Intermediate,Business,Single,0,Urban,0,246533,404,1360274,36,No,47035,1318568,0.191,1
APP-04391,47,Bachelor,Salaried,Married,3,Semiurban,20,205782,692,771720,12,No,76916,483645,0.374,1
APP-04392,55,Bachelor,Salaried,Married,3,Rural,30,140599,673,1571114,48,Yes,37081,318772,0.264,1
APP-04393,42,Intermediate,Business,Married,1,Rural,17,314647,444,1082220,36,No,38202,1975444,0.121,1
APP-04394,49,Intermediate,Unemployed,Single,2,Urban,20,67198,475,410898,60,No,8258,468091,0.123,0
APP-04395,22,PhD,Business,Married,1,Urban,0,139595,441,2525617,84,No,37699,581337,0.27,1
APP-04396,54,Matric,Self-employed,Married,3,Urban,26,85408,652,2721126,60,No,56358,548452,0.66,0
APP-04397,48,Matric,Business,Single,0,Rural,24,142779,615,669101,72,No,10060,585806,0.07,1
APP-04398,28,Bachelor,Self-employed,Married,3,Rural,5,232792,795,2280242,24,No,122436,2064731,0.526,1
APP-04399,46,Matric,Salaried,Married,2,Semiurban,19,197190,564,1746816,48,No,39530,780569,0.2,1
APP-04400,26,Bachelor,Business,Married,1,Urban,2,204632,715,1036496,24,No,54851,1688273,0.268,1
APP-04401,41,Bachelor,Salaried,Single,3,Rural,19,149198,713,1179225,12,No,114547,96084,0.768,1
APP-04402,43,Master,Salaried,Married,2,Semiurban,15,212293,664,2920935,12,Yes,266961,1678017,1.258,1
APP-04403,32,Bachelor,Salaried,Married,4,Urban,10,153905,733,1062831,36,No,36178,700454,0.235,1
APP-04404,41,Bachelor,Business,Married,2,Urban,18,204884,626,107956,48,No,2682,785417,0.013,1
APP-04405,53,Master,Salaried,Married,0,Semiurban,26,225103,751,2153466,84,No,32186,1040417,0.143,1
APP-04406,54,Intermediate,Business,Married,4,Urban,28,99117,671,553565,72,Yes,9696,719648,0.098,1
APP-04407,61,Master,Business,Married,3,Urban,35,195416,757,876938,84,Yes,11581,866927,0.059,1
APP-04408,47,Master,Self-employed,Single,1,Semiurban,24,213924,656,439605,12,No,42867,339016,0.2,1
APP-04409,61,Master,Business,Married,0,Rural,37,332717,613,2534057,84,No,37211,2024440,0.112,1
APP-04410,50,Intermediate,Unemployed,Married,2,Rural,24,73734,473,260672,72,Yes,4357,489879,0.059,0
APP-04411,46,Master,Salaried,Married,4,Urban,21,233825,768,209523,60,Yes,4123,354821,0.018,1
APP-04412,60,Intermediate,Business,Married,4,Semiurban,37,222368,710,1041920,36,Yes,31275,267684,0.141,1
APP-04413,54,Intermediate,Salaried,Single,1,Urban,32,162967,537,2463146,84,No,37902,877199,0.233,1
APP-04414,33,Bachelor,Self-employed,Married,1,Semiurban,10,194096,729,1477047,60,Yes,27138,1734472,0.14,1
APP-04415,56,Bachelor,Self-employed,Single,3,Rural,27,146275,599,1674746,60,No,33313,1188446,0.228,1
APP-04416,25,Intermediate,Salaried,Married,2,Semiurban,0,114943,663,1586376,72,No,27273,475011,0.237,1
APP-04417,40,Master,Self-employed,Married,1,Semiurban,16,127646,547,1405326,24,Yes,75681,676877,0.593,0
APP-04418,26,Master,Unemployed,Married,4,Semiurban,0,50220,593,624567,12,No,58052,120770,1.156,0
APP-04419,60,Intermediate,Self-employed,Single,2,Urban,33,110043,564,1910687,12,No,188978,382207,1.717,0
APP-04420,35,Intermediate,Salaried,Single,0,Urban,10,147332,520,1413011,12,No,138366,362575,0.939,1
APP-04421,23,Intermediate,Salaried,Single,3,Urban,0,172452,624,2339661,84,No,33558,1508979,0.195,1
APP-04422,34,Matric,Self-employed,Married,1,Rural,7,130907,545,543086,24,No,24614,369078,0.188,1
APP-04423,38,Matric,Self-employed,Single,0,Semiurban,14,198964,634,2300628,48,Yes,55224,980146,0.278,0
APP-04424,32,Master,Salaried,Married,4,Semiurban,9,91069,660,2753564,36,Yes,84468,26484,0.928,0
APP-04425,56,Intermediate,Business,Married,4,Rural,30,223982,506,1877074,24,No,93284,1567296,0.416,0
APP-04426,28,Bachelor,Salaried,Single,2,Rural,6,181921,731,1609794,84,No,24316,725741,0.134,1
APP-04427,57,Bachelor,Salaried,Married,3,Semiurban,30,162968,524,2398095,12,Yes,234752,1158001,1.44,0
APP-04428,34,Master,Salaried,Single,3,Urban,11,180343,666,355256,36,Yes,11946,960483,0.066,1
APP-04429,57,Master,Salaried,Single,2,Urban,34,221289,850,2321632,60,No,43154,536027,0.195,1
APP-04430,38,Master,Business,Married,2,Urban,11,225427,505,145978,84,No,2254,121215,0.01,1
APP-04431,57,Intermediate,Salaried,Single,0,Semiurban,34,86423,719,1469274,12,No,153226,150618,1.773,0
